Timesync, Reply_symmetric-based, Reply_switchdelaybased, Reply_2probebased, inter-packet-switch-arrival,  interpacket_clientdelay, Switch_reply_delay 
410, 7546.000000, 7694.000000, 14863.000000, 1091, 861, 296
411, 9266.000000, 9414.000000, 18298.000000, 1085, 851, 296
412, 7187.000000, 7335.000000, 14141.000000, 1088, 854, 296
413, 7340.000000, 7488.000000, 14456.000000, 1080, 855, 295
414, 9648.000000, 9796.000000, 19074.000000, 1110, 888, 296
415, 2631.000000, 2779.000000, 5205.000000, 1101, 1044, 296
416, 9665.000000, 9815.000000, 19256.000000, 1082, 1007, 299
417, 8631.000000, 8779.000000, 5093.000000, 13033, 864, 296
418, 7718.000000, 7866.000000, 15196.000000, 1101, 861, 296
419, 8661.000000, 8809.000000, 5062.000000, 13118, 857, 296
420, 9331.000000, 9479.000000, 18414.000000, 1107, 858, 296
421, 9276.000000, 9426.000000, 18502.000000, 1069, 1018, 299
422, 9568.000000, 9715.000000, 18848.000000, 1165, 877, 295
423, 9643.000000, 9791.000000, 19029.000000, 1108, 851, 296
424, 9737.000000, 9883.000000, 19378.000000, 1070, 974, 293
425, 8986.000000, 9136.000000, 17885.000000, 1089, 1001, 299
426, 9428.000000, 9576.000000, 18805.000000, 1073, 1021, 296
427, 7322.000000, 7470.000000, 14411.000000, 1108, 874, 296
428, 8667.000000, 8815.000000, 5799.000000, 13203, 1668, 296
429, 8620.000000, 8770.000000, 5066.000000, 13026, 851, 299
430, 7268.000000, 7414.000000, 14312.000000, 1095, 871, 292
431, 9662.000000, 9810.000000, 19100.000000, 1085, 861, 296
432, 8543.000000, 8691.000000, 4976.000000, 12976, 865, 296
433, 9661.000000, 9811.000000, 19095.000000, 1079, 851, 299
434, 7254.000000, 7402.000000, 14304.000000, 1085, 881, 296
435, 7406.000000, 7554.000000, 14562.000000, 1094, 844, 296
436, 2587.000000, 2735.000000, 5069.000000, 1076, 971, 296
437, 5340.000000, 5489.000000, 10648.000000, 1067, 1035, 299
438, 2639.000000, 2787.000000, 5216.000000, 1092, 1029, 296
439, 2614.000000, 2762.000000, 5164.000000, 1066, 1001, 296
440, 8884.000000, 9032.000000, 17519.000000, 1111, 861, 295
441, 8520.000000, 8668.000000, 5104.000000, 12793, 857, 296
442, 7245.000000, 7392.000000, 14258.000000, 1117, 884, 293
443, 9168.000000, 9316.000000, 18110.000000, 1095, 868, 295
444, 9390.000000, 9538.000000, 18549.000000, 1080, 848, 295
445, 8538.000000, 8686.000000, 5088.000000, 12850, 861, 296
446, 8999.000000, 9149.000000, 17885.000000, 1092, 978, 299
447, 7471.000000, 7622.000000, 14717.000000, 1079, 854, 302
448, 9730.000000, 9879.000000, 18978.000000, 1510, 1028, 299
449, 9558.000000, 9706.000000, 18887.000000, 1098, 868, 296
450, 2631.000000, 2778.000000, 5175.000000, 1095, 1008, 295
451, 9665.000000, 9813.000000, 19200.000000, 1098, 968, 296
452, 7208.000000, 7359.000000, 14193.000000, 1091, 868, 303
453, 9719.000000, 9867.000000, 19197.000000, 1089, 848, 296
454, 8802.000000, 8950.000000, 5188.000000, 13388, 971, 296
455, 8468.000000, 8618.000000, 5870.000000, 12712, 1645, 299
456, 7151.000000, 7299.000000, 14046.000000, 1108, 851, 296
457, 7269.000000, 7417.000000, 14346.000000, 1067, 874, 295
458, 2655.000000, 2803.000000, 5082.000000, 1080, 851, 296
459, 8709.000000, 8859.000000, 5084.000000, 13206, 871, 299
460, 9384.000000, 9533.000000, 18693.000000, 1073, 998, 299
461, 9342.000000, 9490.000000, 18600.000000, 1092, 1007, 296
462, 2640.000000, 2788.000000, 5210.000000, 1069, 998, 296
463, 9410.000000, 9560.000000, 18593.000000, 1079, 851, 299
464, 9704.000000, 9852.000000, 19180.000000, 1086, 858, 296
465, 9077.000000, 9223.000000, 17960.000000, 1069, 875, 293
466, 9290.000000, 9438.000000, 18380.000000, 1057, 857, 296
467, 7361.000000, 7509.000000, 14486.000000, 1101, 864, 296
468, 7481.000000, 7629.000000, 14650.000000, 1170, 858, 296
469, 8263.000000, 8411.000000, 16318.000000, 1067, 858, 296
470, 9415.000000, 9564.000000, 18596.000000, 1089, 855, 299
471, 7729.000000, 7876.000000, 15202.000000, 1105, 848, 293
472, 9546.000000, 9696.000000, 18990.000000, 1057, 954, 299
473, 9176.000000, 9324.000000, 18118.000000, 1085, 851, 296
474, 9600.000000, 9751.000000, 18984.000000, 1070, 854, 302
475, 9067.000000, 9215.000000, 17910.000000, 1095, 871, 296
476, 9016.000000, 9163.000000, 17826.000000, 1088, 881, 293
477, 7395.000000, 7543.000000, 14557.000000, 1088, 854, 296
478, 9314.000000, 9465.000000, 18395.000000, 1105, 871, 302
479, 9093.000000, 9239.000000, 17962.000000, 1092, 868, 292
480, 8990.000000, 9138.000000, 17734.000000, 1098, 851, 296
481, 9540.000000, 9688.000000, 19000.000000, 1102, 1021, 296
482, 8933.000000, 9082.000000, 17651.000000, 1083, 868, 299
483, 7353.000000, 7501.000000, 14463.000000, 1108, 864, 296
484, 2662.000000, 2810.000000, 5009.000000, 1154, 838, 296
485, 7347.000000, 7495.000000, 14589.000000, 1111, 1005, 296
486, 7083.000000, 7230.000000, 14081.000000, 1101, 1015, 293
487, 7393.000000, 7541.000000, 14532.000000, 1101, 847, 296
488, 9379.000000, 9527.000000, 18524.000000, 1086, 851, 296
489, 9858.000000, 10006.000000, 19507.000000, 1098, 888, 295
490, 8481.000000, 8629.000000, 5158.000000, 12825, 1021, 296
491, 9157.000000, 9305.000000, 18087.000000, 1092, 864, 296
492, 9001.000000, 9149.000000, 17942.000000, 1089, 1028, 296
493, 8583.000000, 8729.000000, -4294949280.000000, 1089, 1939, 292
494, 9557.000000, 9707.000000, 19041.000000, 1095, 1021, 299
495, 7976.000000, 8124.000000, 15820.000000, 1154, 1021, 296
496, 9347.000000, 9495.000000, 18564.000000, 1101, 971, 296
497, 7101.000000, 7251.000000, 13954.000000, 1117, 868, 299
498, 2638.000000, 2786.000000, 5075.000000, 1067, 865, 296
499, 7274.000000, 7423.000000, 14349.000000, 1073, 874, 299
500, 7128.000000, 7276.000000, -4294952479.000000, 1098, 1659, 296
501, 7616.000000, 7764.000000, 14986.000000, 1107, 861, 296
502, 7051.000000, 7199.000000, 13895.000000, 1079, 871, 296
503, 8468.000000, 8615.000000, 5141.000000, 12753, 958, 295
504, 8560.000000, 8708.000000, 4957.000000, 13017, 854, 296
505, 8113.000000, 8261.000000, 16151.000000, 1079, 1004, 296
506, 8947.000000, 9094.000000, 5215.000000, 13666, 987, 295
507, 8587.000000, 8733.000000, 5165.000000, 13024, 1014, 292
508, 7490.000000, 7641.000000, 14740.000000, 1092, 851, 302
509, 9163.000000, 9312.000000, 18101.000000, 1083, 858, 299
510, 7894.000000, 8043.000000, 15600.000000, 1079, 891, 299
511, 8615.000000, 8763.000000, 5068.000000, 13020, 858, 296
512, 8595.000000, 8743.000000, 4986.000000, 13061, 857, 296
513, 9053.000000, 9201.000000, 17879.000000, 1086, 858, 296
514, 8274.000000, 8422.000000, 5155.000000, 12341, 948, 296
515, 9176.000000, 9322.000000, 18115.000000, 1089, 851, 292
516, 8470.000000, 8616.000000, 5079.000000, 12873, 1011, 292
517, 7130.000000, 7278.000000, 14021.000000, 1095, 855, 296
518, 7347.000000, 7493.000000, 14448.000000, 1108, 861, 292
519, 8845.000000, 8994.000000, 5107.000000, 13477, 894, 299
520, 7624.000000, 7772.000000, 15020.000000, 1089, 861, 296
521, 7320.000000, 7468.000000, 14413.000000, 1095, 867, 296
522, 7033.000000, 7181.000000, 13826.000000, 1095, 855, 296
523, 8997.000000, 9146.000000, 17789.000000, 1079, 874, 299
524, 2642.000000, 2790.000000, 5069.000000, 1069, 854, 296
525, 9086.000000, 9234.000000, 17633.000000, 1548, 1008, 296
526, 7374.000000, 7521.000000, 14688.000000, 1082, 1021, 293
527, 8642.000000, 8790.000000, 5133.000000, 13137, 985, 296
528, 7330.000000, 7477.000000, 14610.000000, 1055, 1005, 295
529, 7468.000000, 7618.000000, 14725.000000, 1067, 855, 299
530, 9570.000000, 9716.000000, 18909.000000, 1092, 861, 293
531, 8721.000000, 8868.000000, 5071.000000, 13219, 848, 295
532, 8148.000000, 8296.000000, 5749.000000, 12189, 1642, 296
533, 8779.000000, 8927.000000, 5060.000000, 13369, 871, 296
534, 8815.000000, 8963.000000, 5042.000000, 13445, 857, 296
535, 8484.000000, 8632.000000, 5155.000000, 12834, 1021, 296
536, 2645.000000, 2793.000000, 4987.000000, 1171, 867, 295
537, 8778.000000, 8926.000000, 5201.000000, 13366, 1011, 296
538, 7808.000000, 7956.000000, 15381.000000, 1086, 851, 296
539, 7410.000000, 7560.000000, 14588.000000, 1101, 868, 299
540, 7130.000000, 7278.000000, 14011.000000, 1098, 848, 296
541, 2631.000000, 2779.000000, 5048.000000, 1076, 861, 296
542, 7154.000000, 7305.000000, 14080.000000, 1076, 848, 303
543, 7350.000000, 7499.000000, 14481.000000, 1083, 864, 299
544, 2632.000000, 2780.000000, 5005.000000, 1107, 848, 296
545, 7547.000000, 7693.000000, 14857.000000, 1108, 871, 292
546, 8789.000000, 8938.000000, 5206.000000, 13313, 941, 299
547, 7694.000000, 7841.000000, 15165.000000, 1070, 847, 295
548, 8574.000000, 8722.000000, 4954.000000, 13055, 861, 296
549, 7226.000000, 7373.000000, 14227.000000, 1101, 875, 293
550, 7510.000000, 7658.000000, 14795.000000, 1086, 861, 296
551, 7429.000000, 7576.000000, 14632.000000, 1101, 874, 293
552, 7293.000000, 7441.000000, 14361.000000, 1080, 854, 296
553, 7270.000000, 7417.000000, 14320.000000, 1092, 871, 293
554, 8697.000000, 8847.000000, 5036.000000, 13253, 894, 299
555, 7448.000000, 7596.000000, 14649.000000, 1104, 857, 296
556, 7856.000000, 8002.000000, 15481.000000, 1091, 860, 293
557, 8607.000000, 8757.000000, 5194.000000, 13055, 1034, 299
558, 8945.000000, 9095.000000, 5204.000000, 13725, 1038, 299
559, 8813.000000, 8960.000000, 5211.000000, 13433, 1018, 295
560, 2605.000000, 2753.000000, 5102.000000, 1076, 968, 296
561, 2617.000000, 2766.000000, 5150.000000, 1095, 1011, 299
562, 7256.000000, 7404.000000, 14288.000000, 1076, 851, 296
563, 7403.000000, 7551.000000, 14553.000000, 1108, 854, 296
564, 8530.000000, 8678.000000, 4960.000000, 12951, 851, 296
565, 8771.000000, 8919.000000, 5024.000000, 13366, 847, 296
566, 8743.000000, 8891.000000, 5091.000000, 13247, 851, 296
567, 2645.000000, 2793.000000, 5063.000000, 1098, 871, 296
568, 7443.000000, 7592.000000, 14681.000000, 1073, 868, 299
569, 7377.000000, 7526.000000, 14636.000000, 1083, 965, 299
570, 2625.000000, 2773.000000, 5188.000000, 1107, 1045, 296
571, 8136.000000, 8284.000000, 6043.000000, 11982, 1752, 296
572, 7421.000000, 7567.000000, 14761.000000, 1089, 1008, 293
573, 7533.000000, 7681.000000, 14842.000000, 1082, 858, 296
574, 2634.000000, 2784.000000, 5151.000000, 1079, 961, 299
575, 7655.000000, 7803.000000, 15085.000000, 1086, 861, 296
576, 9432.000000, 9580.000000, 18647.000000, 1082, 864, 296
577, 7266.000000, 7414.000000, 14322.000000, 1085, 874, 296
578, 9220.000000, 9368.000000, 18373.000000, 1076, 1008, 296
579, 7501.000000, 7649.000000, 14754.000000, 1102, 854, 296
580, 7134.000000, 7282.000000, 14211.000000, 1101, 1044, 296
581, 7262.000000, 7410.000000, 14458.000000, 1089, 1022, 295
582, 8669.000000, 8817.000000, 5046.000000, 13149, 857, 296
583, 9289.000000, 9437.000000, 18355.000000, 1101, 878, 296
584, 9042.000000, 9190.000000, 17870.000000, 1086, 871, 296
585, 7149.000000, 7297.000000, 14079.000000, 1070, 851, 296
586, 8615.000000, 8764.000000, 5015.000000, 13065, 850, 299
587, 7159.000000, 7306.000000, 14127.000000, 1102, 911, 295
588, 8770.000000, 8918.000000, 5055.000000, 13460, 974, 296
589, 8706.000000, 8854.000000, 5064.000000, 13203, 854, 296
590, 9110.000000, 9258.000000, 18005.000000, 1080, 864, 295
591, 7222.000000, 7370.000000, 14317.000000, 1082, 954, 296
592, 8691.000000, 8840.000000, 4961.000000, 13409, 988, 299
593, 9485.000000, 9633.000000, 18761.000000, 1076, 867, 296
594, 7425.000000, 7573.000000, 14819.000000, 1044, 1012, 296
595, 9130.000000, 9277.000000, 18005.000000, 1107, 851, 293
596, 9168.000000, 9316.000000, 18112.000000, 1076, 851, 296
597, 7333.000000, 7481.000000, 14191.000000, 1369, 894, 296
598, 7128.000000, 7278.000000, 14064.000000, 1088, 895, 299
599, 8400.000000, 8546.000000, 5015.000000, 12639, 854, 293
600, 2585.000000, 2733.000000, 5106.000000, 1076, 1011, 296
601, 8516.000000, 8664.000000, 5091.000000, 12812, 871, 296
602, 2638.000000, 2786.000000, 5210.000000, 1085, 1018, 296
603, 8509.000000, 8656.000000, 5101.000000, 12785, 868, 295
604, 9922.000000, 10072.000000, 19727.000000, 1079, 961, 299
605, 7275.000000, 7423.000000, 14326.000000, 1076, 851, 296
606, 7248.000000, 7394.000000, 14301.000000, 1063, 868, 293
607, 8526.000000, 8674.000000, 5034.000000, 12876, 858, 296
608, 7235.000000, 7385.000000, 14278.000000, 1064, 871, 299
609, 2643.000000, 2791.000000, 5164.000000, 1076, 954, 296
610, 8919.000000, 9067.000000, 17290.000000, 1454, 905, 295
611, 7002.000000, 7148.000000, 13767.000000, 1088, 851, 293
612, 2583.000000, 2734.000000, 5083.000000, 1092, 1008, 302
613, 2512.000000, 2660.000000, -4294961976.000000, 1133, 1428, 296
614, 7357.000000, 7506.000000, 14490.000000, 1095, 871, 299
615, 7650.000000, 7798.000000, 15099.000000, 1063, 861, 296
616, 8351.000000, 8501.000000, 5029.000000, 12539, 865, 299
617, 8774.000000, 8922.000000, 5050.000000, 13376, 877, 295
618, 7094.000000, 7242.000000, 13976.000000, 1080, 867, 296
619, 8788.000000, 8936.000000, 5033.000000, 13404, 861, 296
620, 8690.000000, 8839.000000, 4970.000000, 13276, 865, 298
621, 7494.000000, 7641.000000, 14739.000000, 1111, 861, 293
622, 8520.000000, 8667.000000, 5155.000000, 12904, 1018, 293
623, 8541.000000, 8689.000000, 5176.000000, 12929, 1022, 296
624, 7952.000000, 8100.000000, 15638.000000, 1111, 845, 296
625, 2625.000000, 2773.000000, 5188.000000, 1080, 1017, 295
626, 8618.000000, 8766.000000, 5093.000000, 13011, 867, 296
627, 8611.000000, 8759.000000, 5044.000000, 13043, 864, 295
628, 7196.000000, 7344.000000, 14145.000000, 1098, 851, 296
629, 8669.000000, 8816.000000, 5086.000000, 13140, 888, 295
630, 7199.000000, 7348.000000, 14195.000000, 1104, 901, 299
631, 2639.000000, 2789.000000, 5198.000000, 1079, 998, 299
632, 7150.000000, 7300.000000, 14239.000000, 1073, 1011, 299
633, 7229.000000, 7377.000000, 14231.000000, 1082, 855, 296
634, 2640.000000, 2788.000000, 5143.000000, 1086, 948, 295
635, 2483.000000, 2630.000000, -4294962082.000000, 1079, 1326, 293
636, 7040.000000, 7188.000000, 13882.000000, 1060, 861, 296
637, 9277.000000, 9425.000000, 18338.000000, 1085, 868, 296
638, 8569.000000, 8717.000000, 5081.000000, 12922, 864, 296
639, 9175.000000, 9323.000000, 18119.000000, 1083, 851, 295
640, 8466.000000, 8614.000000, 4981.000000, 12813, 861, 296
641, 8560.000000, 8708.000000, 5100.000000, 12879, 858, 296
642, 8386.000000, 8536.000000, 5080.000000, 12548, 855, 299
643, 9158.000000, 9306.000000, 18222.000000, 1082, 987, 296
644, 2167.000000, 2317.000000, -4294951763.000000, 69, 11267, 299
645, 2479.000000, 2627.000000, -4294962086.000000, 1092, 1344, 296
646, 2512.000000, 2659.000000, -4294962127.000000, 1101, 1245, 293
647, 9986.000000, 10133.000000, 19749.000000, 1088, 864, 293
648, 10211.000000, 10359.000000, 20176.000000, 1108, 861, 296
649, 9142.000000, 9290.000000, 18051.000000, 1098, 864, 296
650, 9375.000000, 9523.000000, 18506.000000, 1102, 857, 295
651, 2488.000000, 2636.000000, -4294962157.000000, 1086, 1248, 295
652, 7686.000000, 7834.000000, 15160.000000, 1088, 875, 296
653, 8534.000000, 8682.000000, 5044.000000, 12882, 858, 296
654, 2499.000000, 2650.000000, -4294962051.000000, 1089, 1335, 302
655, 2504.000000, 2651.000000, -4294961005.000000, 1120, 2402, 293
656, 2449.000000, 2597.000000, -4294962185.000000, 1111, 1324, 296
657, 7672.000000, 7821.000000, 15248.000000, 1101, 1005, 299
658, 2521.000000, 2667.000000, -4294962180.000000, 1108, 1182, 292
659, 2639.000000, 2786.000000, 5068.000000, 1079, 868, 293
660, 8407.000000, 8553.000000, 4969.000000, 12706, 861, 293
661, 7154.000000, 7300.000000, 14087.000000, 1089, 867, 292
662, 8479.000000, 8627.000000, 5060.000000, 12759, 861, 296
663, 2525.000000, 2674.000000, -4294962153.000000, 1098, 1191, 299
664, 9531.000000, 9679.000000, -4294948098.000000, 1086, 1222, 296
665, 8579.000000, 8726.000000, 5193.000000, 12983, 1018, 295
666, 2514.000000, 2662.000000, -4294962058.000000, 1085, 1295, 296
667, 7084.000000, 7233.000000, 13848.000000, 1177, 857, 299
668, 2456.000000, 2604.000000, -4294962154.000000, 1089, 1318, 296
669, 8582.000000, 8729.000000, 5024.000000, 12995, 854, 293
670, 2511.000000, 2657.000000, -4294962151.000000, 1111, 1234, 292
671, 7074.000000, 7223.000000, 13945.000000, 1060, 857, 299
672, 2475.000000, 2625.000000, -4294962194.000000, 1050, 1201, 299
673, 8605.000000, 8753.000000, 5045.000000, 13039, 874, 296
674, 2517.000000, 2667.000000, -4294962136.000000, 1079, 1204, 299
675, 7057.000000, 7205.000000, 13930.000000, 1079, 894, 296
676, 2399.000000, 2546.000000, -4294962206.000000, 12740, 13032, 295
677, 7040.000000, 7188.000000, 13844.000000, 1098, 861, 296
678, 8581.000000, 8731.000000, 5232.000000, 12938, 1007, 299
679, 2501.000000, 2647.000000, -4294962035.000000, 1089, 1348, 293
680, 8477.000000, 8625.000000, 4987.000000, 12822, 854, 296
681, 8487.000000, 8635.000000, 5057.000000, 12772, 854, 296
682, 2478.000000, 2626.000000, -4294962224.000000, 1080, 1195, 295
683, 7147.000000, 7294.000000, 14083.000000, 1089, 877, 293
684, 6972.000000, 7122.000000, 13641.000000, 1158, 854, 299
685, 2533.000000, 2681.000000, -4294962161.000000, 1092, 1161, 296
686, 8466.000000, 8614.000000, 5110.000000, 12794, 971, 295
687, 2944.000000, 3092.000000, 5291.000000, 2048, 1451, 296
688, 8235.000000, 8385.000000, 5137.000000, 12312, 978, 299
689, 6989.000000, 7137.000000, 13719.000000, 1114, 855, 296
690, 2509.000000, 2658.000000, -4294962139.000000, 1080, 1219, 299
691, 8431.000000, 8579.000000, 5059.000000, 12661, 858, 296
692, 7565.000000, 7714.000000, 14922.000000, 1079, 871, 299
693, 8451.000000, 8599.000000, 5011.000000, 12759, 868, 296
694, 2720.000000, 2868.000000, -4294961365.000000, 1171, 1662, 296
695, 6997.000000, 7147.000000, 13762.000000, 1101, 868, 299
696, 2585.000000, 2733.000000, 5105.000000, 1079, 1014, 296
697, 2475.000000, 2625.000000, -4294962187.000000, 1060, 1218, 299
698, 9441.000000, 9590.000000, 18828.000000, 1082, 1028, 299
699, 9395.000000, 9542.000000, 18754.000000, 1079, 1042, 293
700, 8591.000000, 8739.000000, -4294949534.000000, 1073, 1652, 296
701, 8706.000000, 8854.000000, 5029.000000, 13234, 851, 296
702, 8763.000000, 8911.000000, 5095.000000, 13306, 875, 296
703, 9543.000000, 9691.000000, 18845.000000, 1098, 857, 296
704, 8676.000000, 8824.000000, 4956.000000, 13282, 885, 295
705, 7235.000000, 7383.000000, 14242.000000, 1082, 854, 296
706, 7848.000000, 7996.000000, 15484.000000, 1073, 861, 296
707, 9003.000000, 9151.000000, 17793.000000, 1067, 854, 296
708, 9394.000000, 9542.000000, 18716.000000, 1077, 1004, 295
709, 2658.000000, 2805.000000, 5208.000000, 1067, 958, 293
710, 8799.000000, 8947.000000, 5102.000000, 13388, 891, 296
711, 9073.000000, 9223.000000, 17890.000000, 1104, 847, 299
712, 9048.000000, 9196.000000, 17872.000000, 1079, 855, 296
713, 9060.000000, 9208.000000, 17538.000000, 1473, 891, 296
714, 10326.000000, 10474.000000, 20428.000000, 1076, 851, 295
715, 7531.000000, 7679.000000, 14782.000000, 1142, 861, 296
716, 2613.000000, 2761.000000, 5018.000000, 1073, 865, 296
717, 7228.000000, 7376.000000, 14217.000000, 1098, 858, 296
718, 9614.000000, 9762.000000, 19022.000000, 1060, 854, 296
719, 9010.000000, 9156.000000, 17936.000000, 1105, 1021, 292
720, 2571.000000, 2719.000000, 5084.000000, 1085, 1027, 296
721, 9134.000000, 9281.000000, 18052.000000, 1088, 871, 293
722, 8888.000000, 9038.000000, 17702.000000, 1102, 1027, 299
723, 7246.000000, 7393.000000, 14258.000000, 1092, 858, 295
724, 2618.000000, 2766.000000, 4991.000000, 1107, 861, 296
725, 7336.000000, 7482.000000, 14439.000000, 1092, 858, 292
726, 8644.000000, 8792.000000, 5066.000000, 13077, 855, 296
727, 7272.000000, 7420.000000, 14292.000000, 1130, 877, 296
728, 9356.000000, 9505.000000, 18513.000000, 1060, 861, 299
729, 7517.000000, 7665.000000, 14814.000000, 1082, 861, 296
730, 9350.000000, 9496.000000, 18629.000000, 1079, 1008, 293
731, 8758.000000, 8904.000000, 5053.000000, 13332, 868, 292
732, 7155.000000, 7303.000000, 14063.000000, 1101, 854, 296
733, 8539.000000, 8689.000000, 16857.000000, 1083, 861, 299
734, 8627.000000, 8775.000000, 5148.000000, 13120, 1014, 296
735, 7831.000000, 7981.000000, 15440.000000, 1070, 847, 299
736, 7240.000000, 7387.000000, 14238.000000, 1107, 864, 293
737, 8642.000000, 8789.000000, 5062.000000, 13080, 857, 293
738, 7224.000000, 7372.000000, 14206.000000, 1101, 858, 296
739, 8775.000000, 8923.000000, 5216.000000, 13363, 1028, 296
740, 7325.000000, 7473.000000, 14340.000000, 1165, 854, 296
741, 7234.000000, 7381.000000, 14396.000000, 1070, 998, 295
742, 8631.000000, 8779.000000, 5162.000000, 13052, 951, 296
743, 8820.000000, 8968.000000, 5057.000000, 13451, 867, 296
744, 7387.000000, 7536.000000, 14536.000000, 1092, 854, 299
745, 8624.000000, 8772.000000, 5072.000000, 13048, 871, 296
746, 7125.000000, 7275.000000, 13702.000000, 1444, 895, 299
747, 8688.000000, 8836.000000, 5086.000000, 13162, 871, 296
748, 9753.000000, 9900.000000, 19259.000000, 1092, 844, 293
749, 9307.000000, 9453.000000, 18379.000000, 1089, 854, 293
750, 9314.000000, 9460.000000, 18426.000000, 1060, 858, 293
751, 7370.000000, 7519.000000, 14525.000000, 1089, 874, 299
752, 7382.000000, 7530.000000, 14559.000000, 1063, 857, 296
753, 9475.000000, 9623.000000, 18833.000000, 1085, 968, 296
754, 2649.000000, 2797.000000, 5172.000000, 1051, 924, 296
755, 2618.000000, 2768.000000, 5168.000000, 1104, 1035, 299
756, 9575.000000, 9725.000000, 18924.000000, 1095, 868, 299
757, 9382.000000, 9530.000000, 18514.000000, 1098, 848, 296
758, 9879.000000, 10027.000000, 19531.000000, 1086, 858, 296
759, 9257.000000, 9406.000000, 18273.000000, 1092, 851, 299
760, 9576.000000, 9724.000000, 18643.000000, 1400, 891, 296
761, 7509.000000, 7657.000000, 14809.000000, 1073, 864, 296
762, 2616.000000, 2764.000000, 5123.000000, 1085, 975, 296
763, 9215.000000, 9363.000000, 18349.000000, 1098, 1017, 296
764, 11039.000000, 11185.000000, 21867.000000, 1089, 878, 292
765, 7411.000000, 7559.000000, 14617.000000, 1073, 868, 296
766, 9281.000000, 9429.000000, 18367.000000, 1060, 865, 296
767, 2530.000000, 2678.000000, -4294962211.000000, 1177, 1201, 296
768, 7241.000000, 7389.000000, 14254.000000, 1079, 851, 296
769, 8733.000000, 8880.000000, 5055.000000, 13272, 861, 295
770, 7621.000000, 7769.000000, 15014.000000, 1082, 854, 296
771, 2487.000000, 2635.000000, -4294962161.000000, 1085, 1245, 296
772, 2472.000000, 2620.000000, -4294962249.000000, 1089, 1191, 296
773, 7821.000000, 7969.000000, 15408.000000, 1091, 857, 296
774, 2493.000000, 2643.000000, -4294962160.000000, 1066, 1215, 299
775, 2493.000000, 2641.000000, -4294962028.000000, 1117, 1398, 296
776, 2461.000000, 2609.000000, -4294962199.000000, 1101, 1275, 296
777, 8675.000000, 8823.000000, 5053.000000, 13159, 861, 295
778, 8812.000000, 8958.000000, 17386.000000, 1089, 851, 293
779, 2502.000000, 2650.000000, -4294962175.000000, 1079, 1195, 296
780, 7706.000000, 7854.000000, 15121.000000, 1145, 854, 296
781, 8595.000000, 8743.000000, 5076.000000, 12976, 861, 296
782, 2482.000000, 2633.000000, -4294962131.000000, 1067, 1268, 302
783, 7374.000000, 7525.000000, 14513.000000, 1092, 857, 302
784, 9336.000000, 9484.000000, -4294948401.000000, 1086, 1309, 296
785, 2507.000000, 2655.000000, -4294962155.000000, 1092, 1218, 296
786, 2649.000000, 2795.000000, 5154.000000, 1088, 944, 293
787, 2510.000000, 2658.000000, -4294961118.000000, 1085, 2243, 296
788, 2479.000000, 2627.000000, -4294962219.000000, 1079, 1198, 296
789, 2518.000000, 2666.000000, -4294962119.000000, 1088, 1228, 296
790, 2494.000000, 2642.000000, -4294962174.000000, 1095, 1228, 296
791, 2546.000000, 2698.000000, -4294962051.000000, 1079, 1231, 303
792, 7426.000000, 7573.000000, 14585.000000, 1126, 858, 293
793, 8709.000000, 8857.000000, 5071.000000, 13209, 861, 296
794, 2513.000000, 2661.000000, -4294962171.000000, 1107, 1205, 296
795, 2628.000000, 2776.000000, 5151.000000, 1077, 971, 295
796, 2468.000000, 2616.000000, -4294962226.000000, 1079, 1212, 296
797, 2517.000000, 2664.000000, -4294962072.000000, 1105, 1295, 295
798, 2517.000000, 2665.000000, -4294962103.000000, 1070, 1228, 296
799, 2478.000000, 2626.000000, -4294962096.000000, 1085, 1328, 296
800, 2460.000000, 2606.000000, -4294961126.000000, 1089, 2339, 292
801, 2500.000000, 2648.000000, -4294962147.000000, 1079, 1228, 296
802, 8773.000000, 8919.000000, 5067.000000, 13366, 887, 293
803, 7297.000000, 7447.000000, 14351.000000, 1092, 848, 299
804, 2444.000000, 2594.000000, -4294962172.000000, 1083, 1318, 299
805, 8709.000000, 8857.000000, 4968.000000, 13301, 851, 296
806, 2494.000000, 2641.000000, -4294962140.000000, 1091, 1258, 293
807, 7290.000000, 7437.000000, 14330.000000, 1108, 858, 295
808, 2608.000000, 2756.000000, 5146.000000, 1076, 1005, 296
809, 8772.000000, 8920.000000, 5135.000000, 13287, 878, 296
810, 7366.000000, 7517.000000, 14533.000000, 1057, 858, 302
811, 2509.000000, 2657.000000, -4294962072.000000, 1107, 1312, 296
812, 2483.000000, 2631.000000, -4294962206.000000, 1108, 1232, 296
813, 2892.000000, 3042.000000, 5212.000000, 1891, 1318, 299
814, 9590.000000, 9738.000000, -4294948026.000000, 1069, 1158, 296
815, 8542.000000, 8690.000000, 5055.000000, 12907, 878, 296
816, 2503.000000, 2651.000000, -4294962198.000000, 1151, 1242, 296
817, 2511.000000, 2659.000000, -4294962044.000000, 1108, 1338, 296
818, 8318.000000, 8465.000000, 5179.000000, 12419, 961, 293
819, 9333.000000, 9481.000000, 18476.000000, 1079, 888, 296
820, 2854.000000, 3002.000000, 5117.000000, 1856, 1265, 296
821, 2489.000000, 2639.000000, -4294962067.000000, 1095, 1345, 299
822, 9213.000000, 9361.000000, 18195.000000, 1079, 848, 296
823, 2513.000000, 2660.000000, -4294962146.000000, 1080, 1204, 295
