Timesync, Reply_symmetric-based, Reply_switchdelaybased, Reply_2probebased, inter-packet-switch-arrival,  interpacket_clientdelay, Switch_reply_delay 
398, 8706.000000, 8852.000000, 6001.000000, 13219, 904, 293
399, 7482.000000, 7629.000000, 15638.000000, 1076, 875, 294
400, 7551.000000, 7698.000000, 15786.000000, 1104, 894, 294
401, 8270.000000, 8415.000000, -4294948273.000000, 1095, 1789, 290
402, 8729.000000, 8877.000000, 5973.000000, 13222, 868, 296
403, 7343.000000, 7490.000000, 15365.000000, 1057, 868, 294
404, 7750.000000, 7897.000000, 16147.000000, 1076, 861, 294
405, 7548.000000, 7695.000000, 15818.000000, 1069, 895, 294
406, 2652.000000, 2797.000000, 5903.000000, 1070, 834, 290
407, 2620.000000, 2766.000000, 5920.000000, 1102, 891, 293
408, 2605.000000, 2752.000000, 5859.000000, 1082, 865, 293
409, 2621.000000, 2768.000000, 5901.000000, 1070, 864, 294
410, 7237.000000, 7384.000000, 15128.000000, 1076, 865, 294
411, 8602.000000, 8749.000000, 5794.000000, 13146, 868, 294
412, 7123.000000, 7270.000000, 14928.000000, 1066, 874, 294
413, 8598.000000, 8743.000000, 5912.000000, 13020, 868, 291
414, 7124.000000, 7272.000000, 14916.000000, 1088, 878, 297
415, 7525.000000, 7672.000000, 15748.000000, 1051, 874, 293
416, 8405.000000, 8552.000000, 5904.000000, 12677, 885, 293
417, 2269.000000, 2416.000000, -4294934657.000000, 66, 14083, 293
418, 7102.000000, 7249.000000, 14860.000000, 1073, 864, 294
419, 8600.000000, 8746.000000, 5956.000000, 13052, 904, 293
420, 8723.000000, 8869.000000, 18096.000000, 1086, 868, 293
421, 8756.000000, 8903.000000, 5948.000000, 13341, 888, 293
422, 7487.000000, 7634.000000, 15608.000000, 1089, 861, 293
423, 7235.000000, 7382.000000, 15130.000000, 1063, 861, 294
424, 2606.000000, 2753.000000, 5945.000000, 1076, 904, 294
425, 8568.000000, 8715.000000, 5940.000000, 12951, 877, 294
426, 8400.000000, 8547.000000, 6104.000000, 12599, 951, 293
427, 8572.000000, 8719.000000, 5908.000000, 13011, 887, 293
428, 8592.000000, 8740.000000, 5866.000000, 13020, 851, 296
429, 7006.000000, 7153.000000, 14719.000000, 1070, 888, 293
430, 7322.000000, 7469.000000, 15307.000000, 1079, 871, 294
431, 7347.000000, 7492.000000, 15388.000000, 1048, 871, 290
432, 8532.000000, 8682.000000, 5846.000000, 12967, 874, 300
433, 8658.000000, 8804.000000, 7737.000000, 13109, 1765, 293
434, 8593.000000, 8740.000000, 5912.000000, 13011, 868, 293
435, 7129.000000, 7276.000000, 14968.000000, 1073, 891, 293
436, 8678.000000, 8823.000000, 5857.000000, 13216, 858, 290
437, 8678.000000, 8826.000000, 5923.000000, 13187, 877, 297
438, 6966.000000, 7113.000000, 14614.000000, 1067, 874, 293
439, 8614.000000, 8760.000000, 5905.000000, 13071, 874, 293
440, 7280.000000, 7427.000000, 15237.000000, 1092, 884, 293
441, 8562.000000, 8708.000000, 5953.000000, 12913, 871, 293
442, 8673.000000, 8821.000000, 5961.000000, 13127, 871, 297
443, 8613.000000, 8762.000000, 5952.000000, 13023, 874, 297
444, 8718.000000, 8865.000000, 5844.000000, 13329, 868, 293
445, 8447.000000, 8592.000000, 5919.000000, 12712, 868, 290
446, 8804.000000, 8951.000000, 5981.000000, 13410, 891, 293
447, 7861.000000, 8009.000000, 16330.000000, 1114, 861, 297
448, 6939.000000, 7085.000000, 14554.000000, 1095, 885, 291
449, 8485.000000, 8632.000000, 7597.000000, 12772, 1699, 294
450, 8482.000000, 8627.000000, 5953.000000, 12753, 871, 290
451, 7215.000000, 7363.000000, -4294950936.000000, 66, 998, 297
452, 7213.000000, 7359.000000, 15061.000000, 1101, 868, 293
453, 7036.000000, 7181.000000, 14796.000000, 1067, 895, 290
454, 7344.000000, 7491.000000, 15393.000000, 1092, 898, 294
455, 7340.000000, 7487.000000, 15332.000000, 1076, 864, 294
456, 7245.000000, 7394.000000, 15148.000000, 1079, 868, 297
457, 7181.000000, 7327.000000, 15071.000000, 1067, 888, 293
458, 6931.000000, 7077.000000, 14537.000000, 1067, 871, 293
459, 8765.000000, 8912.000000, 5953.000000, 13353, 888, 294
460, 8378.000000, 8523.000000, 5863.000000, 12630, 868, 290
461, 7048.000000, 7195.000000, 14796.000000, 1063, 881, 294
462, 8612.000000, 8759.000000, 5971.000000, 12989, 868, 294
463, 7074.000000, 7222.000000, 14797.000000, 1079, 864, 297
464, 7165.000000, 7312.000000, 14990.000000, 1077, 868, 293
465, 2278.000000, 2424.000000, -4294935651.000000, 69, 13579, 293
466, 7380.000000, 7525.000000, 15458.000000, 1098, 898, 291
467, 8632.000000, 8779.000000, 5939.000000, 13061, 868, 294
468, 8391.000000, 8538.000000, 5882.000000, 12683, 891, 293
469, 7332.000000, 7481.000000, 15317.000000, 1070, 861, 297
470, 7258.000000, 7406.000000, 15201.000000, 1083, 884, 296
471, 7478.000000, 7625.000000, 15641.000000, 1064, 874, 293
472, 8590.000000, 8735.000000, 5913.000000, 13036, 884, 290
473, 7599.000000, 7745.000000, 15889.000000, 1051, 871, 293
474, 7136.000000, 7283.000000, 15015.000000, 1079, 911, 294
475, 8761.000000, 8906.000000, 5926.000000, 13313, 858, 290
476, 7171.000000, 7318.000000, 14997.000000, 1079, 867, 294
477, 7354.000000, 7501.000000, 15395.000000, 1070, 878, 293
478, 7001.000000, 7149.000000, 14665.000000, 1080, 871, 296
479, 8667.000000, 8814.000000, 5960.000000, 13130, 878, 294
480, 7009.000000, 7156.000000, 14710.000000, 1063, 877, 294
481, 2281.000000, 2427.000000, -4294935011.000000, 69, 13896, 293
482, 8816.000000, 8964.000000, 6022.000000, 13467, 928, 296
483, 8800.000000, 8947.000000, 5981.000000, 13467, 924, 294
484, 2615.000000, 2762.000000, 5960.000000, 1085, 907, 294
485, 8788.000000, 8935.000000, 6008.000000, 13445, 938, 293
486, 7197.000000, 7344.000000, 15229.000000, 1088, 961, 294
487, 7405.000000, 7551.000000, 15571.000000, 1067, 914, 293
488, 7407.000000, 7555.000000, 15557.000000, 1079, 911, 297
489, 8855.000000, 9004.000000, 5954.000000, 13479, 861, 297
490, 7415.000000, 7563.000000, 15485.000000, 1073, 864, 297
491, 7492.000000, 7639.000000, 15782.000000, 1057, 927, 294
492, 7593.000000, 7740.000000, 15954.000000, 1088, 928, 294
493, 7600.000000, 7746.000000, 15911.000000, 1079, 895, 293
494, 8835.000000, 8982.000000, 5974.000000, 13505, 904, 294
495, 8489.000000, 8637.000000, 5889.000000, 12797, 854, 297
496, 8671.000000, 8818.000000, 5879.000000, 13194, 865, 293
497, 8400.000000, 8547.000000, 7554.000000, 12577, 1665, 293
498, 8677.000000, 8824.000000, 5975.000000, 13168, 894, 294
499, 8822.000000, 8969.000000, 5919.000000, 13467, 871, 294
500, 8723.000000, 8870.000000, 5892.000000, 13297, 871, 294
501, 7355.000000, 7502.000000, 15399.000000, 1054, 871, 294
502, 7532.000000, 7677.000000, 15715.000000, 1086, 868, 290
503, 8723.000000, 8870.000000, 5926.000000, 13237, 858, 294
504, 7266.000000, 7412.000000, 15247.000000, 1067, 891, 293
505, 8569.000000, 8715.000000, 5906.000000, 12960, 864, 293
506, 7462.000000, 7609.000000, 15518.000000, 1142, 868, 294
507, 8550.000000, 8697.000000, 5945.000000, 12910, 877, 294
508, 8800.000000, 8945.000000, 5882.000000, 13460, 871, 291
509, 8875.000000, 9023.000000, 5965.000000, 13507, 861, 297
510, 7351.000000, 7498.000000, 15417.000000, 1088, 901, 294
511, 7628.000000, 7776.000000, 15984.000000, 1067, 897, 296
512, 2415.000000, 2560.000000, -4294949047.000000, 13111, 13265, 291
513, 2425.000000, 2572.000000, -4294946926.000000, 13455, 14487, 293
514, 7319.000000, 7467.000000, 15345.000000, 1063, 885, 297
515, 7473.000000, 7620.000000, 15622.000000, 1067, 871, 293
516, 2624.000000, 2771.000000, 5905.000000, 1066, 861, 294
517, 8797.000000, 8944.000000, 5979.000000, 13398, 891, 293
518, 7586.000000, 7732.000000, 15832.000000, 1076, 868, 293
519, 8779.000000, 8926.000000, 5952.000000, 13357, 875, 293
520, 8251.000000, 8399.000000, 17165.000000, 1079, 871, 297
521, 7295.000000, 7441.000000, 15248.000000, 1070, 864, 293
522, 7210.000000, 7359.000000, 15135.000000, 1082, 898, 297
523, 7332.000000, 7481.000000, 15338.000000, 1063, 868, 297
524, 7439.000000, 7586.000000, 15578.000000, 1069, 884, 294
525, 7566.000000, 7711.000000, 15828.000000, 1067, 881, 290
526, 7214.000000, 7361.000000, 15068.000000, 1089, 864, 293
527, 7157.000000, 7305.000000, 14979.000000, 1070, 867, 296
528, 8763.000000, 8908.000000, 5912.000000, 13369, 877, 290
529, 7284.000000, 7430.000000, -4294950386.000000, 1076, 1709, 293
530, 7282.000000, 7427.000000, 15221.000000, 1086, 871, 290
531, 8683.000000, 8832.000000, 5988.000000, 13121, 871, 297
532, 8580.000000, 8726.000000, 5841.000000, 13033, 857, 293
533, 8585.000000, 8730.000000, 5952.000000, 12995, 888, 290
534, 7247.000000, 7394.000000, 15213.000000, 1076, 897, 294
535, 8608.000000, 8755.000000, 5926.000000, 13032, 871, 294
536, 7131.000000, 7278.000000, 14900.000000, 1079, 858, 294
537, 7648.000000, 7796.000000, 15972.000000, 1060, 868, 297
538, 7207.000000, 7356.000000, 15170.000000, 1069, 912, 297
539, 8744.000000, 8893.000000, 5953.000000, 13272, 868, 297
540, 7471.000000, 7618.000000, 15588.000000, 1089, 867, 293
541, 7511.000000, 7656.000000, 15696.000000, 1089, 881, 290
542, 7378.000000, 7525.000000, 15412.000000, 1079, 867, 293
543, 8808.000000, 8955.000000, 5948.000000, 13391, 861, 293
544, 2609.000000, 2755.000000, 5931.000000, 1077, 895, 293
545, 8540.000000, 8685.000000, 7696.000000, 12854, 1735, 290
546, 7894.000000, 8041.000000, 16543.000000, 1082, 918, 294
547, 7440.000000, 7590.000000, 15619.000000, 1070, 904, 300
548, 7521.000000, 7666.000000, 15843.000000, 1082, 941, 290
549, 2424.000000, 2571.000000, -4294948768.000000, 13259, 13469, 294
550, 7562.000000, 7708.000000, 15866.000000, 1080, 911, 293
551, 7256.000000, 7403.000000, 15226.000000, 1082, 898, 294
552, 7493.000000, 7642.000000, 15650.000000, 1079, 871, 297
553, 6905.000000, 7052.000000, 14422.000000, 1151, 881, 294
554, 2430.000000, 2575.000000, -4294949174.000000, 12809, 13035, 290
555, 2431.000000, 2579.000000, -4294948926.000000, 13071, 13289, 296
556, 8578.000000, 8726.000000, 5878.000000, 13014, 868, 297
557, 8585.000000, 8732.000000, 5986.000000, 13007, 911, 294
558, 8541.000000, 8688.000000, 5993.000000, 12919, 915, 294
559, 7394.000000, 7541.000000, 15457.000000, 1073, 871, 294
560, 8444.000000, 8591.000000, 5879.000000, 12746, 868, 294
561, 8308.000000, 8454.000000, 7658.000000, 12448, 1745, 293
562, 8736.000000, 8881.000000, 5935.000000, 13293, 878, 291
563, 8718.000000, 8863.000000, 5969.000000, 13263, 898, 290
564, 7819.000000, 7966.000000, 16304.000000, 1076, 871, 294
565, 7339.000000, 7486.000000, 15363.000000, 1063, 874, 294
566, 8522.000000, 8669.000000, 5946.000000, 12840, 871, 294
567, 7342.000000, 7489.000000, 15322.000000, 1085, 861, 294
568, 7371.000000, 7519.000000, 15420.000000, 1076, 877, 297
569, 7269.000000, 7414.000000, 15181.000000, 1073, 858, 291
570, 2632.000000, 2778.000000, 5979.000000, 1073, 894, 293
571, 8719.000000, 8866.000000, 5959.000000, 13281, 901, 294
572, 7338.000000, 7484.000000, 15418.000000, 1086, 914, 293
573, 2426.000000, 2575.000000, -4294949094.000000, 12947, 13148, 297
574, 7217.000000, 7363.000000, 15217.000000, 1067, 925, 293
575, 7846.000000, 7993.000000, 16392.000000, 1088, 894, 294
576, 2407.000000, 2553.000000, -4294949064.000000, 12913, 13165, 291
577, 7524.000000, 7671.000000, -4294949897.000000, 1080, 1715, 293
578, 2450.000000, 2597.000000, -4294948702.000000, 13231, 13462, 294
579, 7123.000000, 7269.000000, 14971.000000, 1051, 888, 293
580, 2409.000000, 2554.000000, -4294949253.000000, 12740, 12982, 290
581, 2454.000000, 2600.000000, -4294949093.000000, 12923, 13109, 293
582, 8568.000000, 8713.000000, 5997.000000, 12936, 898, 290
583, 8740.000000, 8890.000000, 5968.000000, 13306, 897, 300
584, 2392.000000, 2539.000000, -4294948776.000000, 13329, 13532, 293
585, 2435.000000, 2582.000000, -4294948992.000000, 13011, 13222, 293
586, 2427.000000, 2572.000000, -4294948844.000000, 13181, 13389, 290
587, 7157.000000, 7303.000000, 15043.000000, 1073, 901, 293
588, 8402.000000, 8549.000000, 5882.000000, 12699, 888, 294
589, 7129.000000, 7274.000000, 14961.000000, 1060, 881, 290
590, 7483.000000, 7630.000000, 15674.000000, 1055, 881, 293
591, 7432.000000, 7578.000000, 15529.000000, 1083, 874, 293
592, 7515.000000, 7663.000000, 15699.000000, 1079, 874, 296
593, 2660.000000, 2807.000000, -4294934987.000000, 1076, 14032, 294
594, 8674.000000, 8821.000000, 5957.000000, 13128, 868, 293
595, 7341.000000, 7488.000000, 15352.000000, 1067, 868, 293
596, 7496.000000, 7641.000000, 15651.000000, 1070, 864, 290
597, 8680.000000, 8825.000000, 5941.000000, 13162, 871, 290
598, 7047.000000, 7194.000000, 14735.000000, 1082, 861, 294
599, 7365.000000, 7513.000000, 15412.000000, 1067, 874, 296
600, 7550.000000, 7696.000000, 15946.000000, 1076, 961, 293
601, 8721.000000, 8868.000000, 5929.000000, 13243, 865, 294
602, 7487.000000, 7632.000000, 15691.000000, 1073, 895, 290
603, 8668.000000, 8814.000000, 5925.000000, 13159, 874, 293
604, 2603.000000, 2751.000000, 5954.000000, 1095, 921, 296
605, 6918.000000, 7065.000000, 14485.000000, 1079, 864, 294
606, 7196.000000, 7343.000000, 15082.000000, 1098, 894, 294
607, 8683.000000, 8830.000000, 5931.000000, 13177, 871, 294
608, 7799.000000, 7946.000000, 16274.000000, 1079, 877, 294
609, 8298.000000, 8445.000000, 7509.000000, 12432, 1672, 293
610, 2429.000000, 2576.000000, -4294948850.000000, 13143, 13365, 293
611, 2429.000000, 2576.000000, -4294937812.000000, 1825, 13225, 293
612, 8465.000000, 8612.000000, 5955.000000, 12818, 921, 294
613, 7316.000000, 7463.000000, 15444.000000, 1051, 931, 293
614, 2436.000000, 2583.000000, -4294948641.000000, 13376, 13579, 293
615, 7529.000000, 7676.000000, 15826.000000, 1060, 914, 294
616, 8443.000000, 8591.000000, 5904.000000, 12784, 901, 297
617, 8593.000000, 8741.000000, 5961.000000, 13033, 904, 296
618, 7272.000000, 7417.000000, 15228.000000, 1079, 881, 290
619, 7681.000000, 7830.000000, 15989.000000, 1082, 854, 297
620, 7604.000000, 7754.000000, 15960.000000, 1070, 911, 300
621, 8606.000000, 8753.000000, 5963.000000, 12998, 874, 294
622, 2441.000000, 2588.000000, -4294948852.000000, 13131, 13346, 293
623, 2438.000000, 2583.000000, -4294949077.000000, 12967, 13155, 290
624, 7518.000000, 7665.000000, 15732.000000, 1073, 884, 293
625, 2408.000000, 2557.000000, -4294947494.000000, 12765, 13875, 297
626, 7148.000000, 7293.000000, 14998.000000, 1067, 884, 290
627, 2446.000000, 2593.000000, -4294948875.000000, 13162, 13345, 293
628, 7143.000000, 7291.000000, 15006.000000, 1070, 895, 297
629, 2427.000000, 2575.000000, -4294948991.000000, 12947, 13199, 297
630, 2431.000000, 2579.000000, -4294948887.000000, 13077, 13312, 297
631, 7305.000000, 7453.000000, 15311.000000, 1061, 881, 296
632, 2390.000000, 2536.000000, -4294949202.000000, 12897, 13105, 291
633, 8645.000000, 8792.000000, 5987.000000, 13086, 891, 294
634, 2428.000000, 2575.000000, -4294949298.000000, 12749, 12945, 294
635, 7905.000000, 8055.000000, 16539.000000, 1054, 891, 300
636, 8679.000000, 8826.000000, 17563.000000, 1658, 931, 294
637, 7300.000000, 7446.000000, 15281.000000, 1061, 871, 293
638, 7312.000000, 7459.000000, 15302.000000, 1079, 878, 293
639, 7582.000000, 7728.000000, 15783.000000, 1089, 854, 293
640, 2407.000000, 2553.000000, -4294949282.000000, 12822, 13011, 293
641, 2438.000000, 2587.000000, -4294947188.000000, 13215, 14223, 297
642, 8738.000000, 8885.000000, 5952.000000, 13319, 897, 294
643, 7679.000000, 7827.000000, 16023.000000, 1057, 861, 297
644, 8640.000000, 8787.000000, 5691.000000, 13304, 857, 293
645, 7367.000000, 7513.000000, 15397.000000, 1066, 864, 291
646, 7352.000000, 7500.000000, 15302.000000, 1070, 834, 296
647, 8776.000000, 8923.000000, 5956.000000, 13344, 874, 294
648, 8663.000000, 8810.000000, 5916.000000, 13133, 861, 294
649, 8505.000000, 8652.000000, 5986.000000, 12812, 894, 294
650, 8654.000000, 8801.000000, 6019.000000, 13051, 881, 294
651, 7393.000000, 7540.000000, 15503.000000, 1080, 898, 293
652, 2400.000000, 2545.000000, -4294948738.000000, 13300, 13529, 290
653, 2430.000000, 2575.000000, -4294948598.000000, 13420, 13629, 290
654, 7375.000000, 7522.000000, 15402.000000, 1111, 881, 293
655, 8614.000000, 8760.000000, 5992.000000, 12964, 864, 293
656, 7450.000000, 7598.000000, 15618.000000, 1072, 895, 297
657, 8456.000000, 8602.000000, 7728.000000, 12656, 1736, 293
658, 7585.000000, 7732.000000, 15876.000000, 1085, 895, 294
659, 7090.000000, 7238.000000, 14858.000000, 1070, 874, 296
660, 8683.000000, 8832.000000, 5861.000000, 13240, 867, 297
661, 8590.000000, 8740.000000, 5949.000000, 12948, 858, 299
662, 7119.000000, 7266.000000, 14896.000000, 1079, 868, 293
663, 7610.000000, 7757.000000, 15888.000000, 1061, 864, 293
664, 2598.000000, 2745.000000, 5929.000000, 1069, 901, 294
665, 7231.000000, 7376.000000, 15138.000000, 1067, 871, 290
666, 7346.000000, 7493.000000, 15365.000000, 1057, 865, 294
667, 7149.000000, 7296.000000, 14891.000000, 1082, 837, 294
668, 7783.000000, 7929.000000, 16223.000000, 1079, 868, 293
669, 7981.000000, 8129.000000, 16669.000000, 1089, 898, 296
670, 7149.000000, 7294.000000, 14979.000000, 1089, 885, 290
671, 7426.000000, 7571.000000, 15615.000000, 1060, 911, 290
672, 7145.000000, 7292.000000, 15032.000000, 1107, 924, 294
673, 2441.000000, 2588.000000, -4294948491.000000, 11934, 12928, 294
674, 2429.000000, 2576.000000, -4294948978.000000, 13032, 13246, 294
675, 2417.000000, 2564.000000, -4294948980.000000, 13077, 13279, 293
676, 7458.000000, 7605.000000, 15707.000000, 1079, 935, 294
677, 7281.000000, 7427.000000, 15362.000000, 1054, 927, 293
678, 7494.000000, 7644.000000, 15752.000000, 1079, 921, 300
679, 7325.000000, 7472.000000, 15469.000000, 1070, 944, 293
680, 7143.000000, 7288.000000, 14940.000000, 1076, 865, 290
681, 7345.000000, 7494.000000, 15381.000000, 1066, 878, 297
682, 7294.000000, 7439.000000, 15330.000000, 1080, 911, 290
683, 8794.000000, 8939.000000, 6039.000000, 13451, 951, 290
684, 8565.000000, 8712.000000, 5910.000000, 13010, 895, 294
685, 7165.000000, 7312.000000, 15042.000000, 1079, 895, 294
686, 8554.000000, 8701.000000, 5931.000000, 12926, 874, 294
687, 7957.000000, 8103.000000, 16589.000000, 1067, 871, 293
688, 8372.000000, 8517.000000, 5888.000000, 12627, 885, 290
689, 8719.000000, 8864.000000, 7606.000000, 13222, 1695, 290
690, 7309.000000, 7457.000000, 15267.000000, 1073, 861, 296
691, 8544.000000, 8691.000000, 5953.000000, 12884, 874, 294
692, 7185.000000, 7332.000000, 15090.000000, 1076, 898, 294
693, 7428.000000, 7575.000000, 15547.000000, 1057, 874, 294
694, 7107.000000, 7257.000000, 14869.000000, 1067, 861, 300
695, 7162.000000, 7308.000000, 15013.000000, 1073, 881, 293
696, 8526.000000, 8672.000000, 5931.000000, 12891, 885, 293
697, 7449.000000, 7596.000000, 15667.000000, 1073, 921, 294
698, 7452.000000, 7598.000000, 15547.000000, 1111, 877, 293
699, 7755.000000, 7903.000000, 16219.000000, 1048, 878, 296
700, 7654.000000, 7802.000000, 15995.000000, 1089, 888, 296
701, 2427.000000, 2574.000000, -4294948902.000000, 13158, 13349, 294
702, 7544.000000, 7690.000000, 15742.000000, 1076, 865, 293
703, 7127.000000, 7276.000000, 14884.000000, 1079, 854, 297
704, 8747.000000, 8893.000000, 5900.000000, 13322, 864, 293
705, 7550.000000, 7695.000000, -4294949970.000000, 1079, 1652, 290
706, 7335.000000, 7482.000000, 15428.000000, 1073, 915, 294
707, 8555.000000, 8702.000000, 6013.000000, 12960, 931, 294
708, 8727.000000, 8874.000000, 5891.000000, 13331, 884, 294
709, 8776.000000, 8923.000000, 5979.000000, 13375, 901, 294
710, 2432.000000, 2577.000000, -4294948974.000000, 13033, 13245, 290
711, 2439.000000, 2586.000000, -4294949001.000000, 13020, 13218, 294
712, 7045.000000, 7191.000000, 14876.000000, 1076, 931, 293
713, 7028.000000, 7175.000000, 14804.000000, 1057, 902, 293
714, 2436.000000, 2584.000000, -4294948830.000000, 13184, 13389, 297
715, 7431.000000, 7578.000000, 15635.000000, 1076, 924, 293
716, 8722.000000, 8869.000000, 5863.000000, 13338, 878, 293
717, 7246.000000, 7393.000000, 15211.000000, 1057, 888, 294
718, 7557.000000, 7704.000000, 15775.000000, 1076, 868, 293
719, 7556.000000, 7702.000000, 15739.000000, 1095, 861, 293
720, 7113.000000, 7261.000000, 14916.000000, 1092, 891, 296
721, 2276.000000, 2421.000000, -4294935913.000000, 73, 13452, 290
722, 8593.000000, 8739.000000, 5982.000000, 12986, 891, 293
723, 7640.000000, 7785.000000, 15936.000000, 1067, 861, 290
724, 2579.000000, 2724.000000, 5946.000000, 1089, 938, 290
725, 7434.000000, 7579.000000, 15489.000000, 1148, 884, 290
726, 8722.000000, 8869.000000, 6083.000000, 13238, 938, 293
727, 8718.000000, 8864.000000, 5944.000000, 13234, 871, 293
728, 7224.000000, 7371.000000, 15096.000000, 1089, 868, 294
729, 8714.000000, 8861.000000, 6002.000000, 13174, 874, 294
730, 7486.000000, 7632.000000, 15681.000000, 1088, 898, 291
731, 7244.000000, 7390.000000, 15140.000000, 1070, 861, 293
732, 7299.000000, 7445.000000, 15242.000000, 1085, 864, 291
733, 7232.000000, 7379.000000, 15134.000000, 1079, 874, 294
734, 7420.000000, 7570.000000, 15538.000000, 1079, 888, 300
735, 7456.000000, 7605.000000, 15572.000000, 1057, 858, 297
736, 8717.000000, 8865.000000, 5889.000000, 13294, 874, 296
737, 8337.000000, 8484.000000, 7564.000000, 12489, 1689, 293
738, 7294.000000, 7444.000000, 15337.000000, 1067, 908, 300
739, 2438.000000, 2588.000000, -4294937797.000000, 1847, 13235, 300
740, 7307.000000, 7454.000000, 15392.000000, 1111, 944, 294
741, 7268.000000, 7414.000000, 15296.000000, 1048, 904, 293
742, 7588.000000, 7735.000000, 15894.000000, 1079, 898, 294
743, 7644.000000, 7790.000000, 15940.000000, 1070, 861, 293
744, 7358.000000, 7504.000000, 15373.000000, 1073, 865, 293
745, 7351.000000, 7498.000000, 15395.000000, 1070, 881, 293
746, 7486.000000, 7633.000000, 15681.000000, 1079, 894, 294
747, 7495.000000, 7642.000000, 15755.000000, 1058, 911, 293
748, 7490.000000, 7637.000000, 15639.000000, 1063, 861, 294
749, 2427.000000, 2574.000000, -4294937599.000000, 1816, 13329, 293
750, 7165.000000, 7313.000000, 15037.000000, 1089, 898, 296
751, 7155.000000, 7302.000000, 15007.000000, 1060, 878, 294
752, 7283.000000, 7430.000000, 15194.000000, 1089, 858, 293
753, 2414.000000, 2560.000000, -4294947404.000000, 12888, 13976, 293
754, 7449.000000, 7596.000000, 15654.000000, 1066, 911, 294
755, 8754.000000, 8901.000000, 5883.000000, 13354, 864, 293
756, 7463.000000, 7609.000000, 15648.000000, 1086, 904, 293
757, 7454.000000, 7601.000000, 15616.000000, 1067, 887, 293
758, 8701.000000, 8846.000000, 6009.000000, 13216, 911, 290
759, 8699.000000, 8926.000000, 5905.000000, 13227, 867, 455
760, 7303.000000, 7450.000000, 15329.000000, 1080, 901, 293
761, 8811.000000, 8958.000000, 5966.000000, 13398, 871, 294
762, 7253.000000, 7401.000000, 15229.000000, 1079, 901, 297
763, 8635.000000, 8781.000000, 5934.000000, 13052, 858, 293
764, 7615.000000, 7762.000000, 15920.000000, 1067, 878, 293
765, 7151.000000, 7299.000000, 15000.000000, 1051, 874, 296
766, 8468.000000, 8615.000000, 5943.000000, 12750, 878, 293
767, 8537.000000, 8682.000000, 17092.000000, 1712, 865, 290
768, 8524.000000, 8671.000000, 5871.000000, 12919, 871, 294
769, 2618.000000, 2766.000000, -4294935424.000000, 1070, 13853, 297
770, 7564.000000, 7713.000000, 15801.000000, 1070, 871, 297
771, 8707.000000, 8854.000000, 5942.000000, 13249, 888, 294
772, 7214.000000, 7359.000000, 15085.000000, 1086, 871, 290
773, 8581.000000, 8728.000000, 5933.000000, 12951, 861, 294
774, 8353.000000, 8498.000000, 5961.000000, 12501, 878, 290
775, 7387.000000, 7534.000000, 15436.000000, 1066, 864, 294
776, 8707.000000, 8856.000000, 5885.000000, 13312, 891, 297
777, 7331.000000, 7476.000000, 15342.000000, 1077, 878, 290
778, 7141.000000, 7288.000000, 14951.000000, 1066, 867, 294
779, 8658.000000, 8805.000000, 5941.000000, 13117, 871, 294
780, 7251.000000, 7397.000000, 15150.000000, 1080, 864, 293
781, 7521.000000, 7667.000000, 15714.000000, 1076, 874, 293
782, 7085.000000, 7232.000000, 14790.000000, 1089, 854, 293
783, 8604.000000, 8749.000000, 5918.000000, 13020, 865, 290
784, 2604.000000, 2749.000000, 5966.000000, 1045, 901, 290
785, 2272.000000, 2420.000000, -4294935598.000000, 66, 13610, 296
786, 2442.000000, 2589.000000, -4294948836.000000, 13055, 13315, 293
787, 7687.000000, 7834.000000, 16120.000000, 1057, 901, 294
788, 2385.000000, 2532.000000, -4294948944.000000, 13137, 13359, 293
789, 2446.000000, 2594.000000, -4294937112.000000, 1844, 13568, 297
790, 2451.000000, 2597.000000, -4294948796.000000, 13199, 13398, 291
791, 7562.000000, 7708.000000, 15899.000000, 1067, 921, 293
792, 2413.000000, 2560.000000, -4294948668.000000, 13445, 13623, 294
793, 7400.000000, 7547.000000, 15472.000000, 1057, 864, 294
794, 2439.000000, 2584.000000, -4294948843.000000, 13190, 13382, 290
795, 7521.000000, 7667.000000, 15817.000000, 1067, 921, 293
796, 7594.000000, 7739.000000, 15876.000000, 1108, 898, 290
797, 2433.000000, 2580.000000, -4294948991.000000, 13051, 13245, 294
798, 8339.000000, 8486.000000, 5972.000000, 12457, 875, 294
799, 7259.000000, 7405.000000, 15157.000000, 1089, 864, 293
800, 7357.000000, 7502.000000, 15414.000000, 1089, 894, 290
801, 2445.000000, 2591.000000, -4294947229.000000, 13175, 14176, 293
802, 2436.000000, 2584.000000, -4294949120.000000, 12860, 13082, 296
803, 8463.000000, 8610.000000, 5933.000000, 12756, 881, 293
804, 7488.000000, 7635.000000, 15657.000000, 1076, 878, 294
805, 7265.000000, 7411.000000, 15215.000000, 1057, 871, 293
806, 8669.000000, 8816.000000, 5958.000000, 13171, 895, 293
807, 8616.000000, 8763.000000, 5936.000000, 13033, 868, 293
808, 7294.000000, 7439.000000, 15228.000000, 1076, 858, 290
809, 7149.000000, 7297.000000, 15024.000000, 1070, 898, 296
810, 8414.000000, 8561.000000, 5970.000000, 12614, 878, 294
811, 7670.000000, 7816.000000, 16011.000000, 1051, 861, 293
812, 8478.000000, 8627.000000, 5905.000000, 12806, 877, 297
813, 7875.000000, 8022.000000, 16454.000000, 1079, 891, 293
